Customer_ID,Name,Age,Gender,Location,Preferred_Language,Newsletter_Subscribed,Subscription_Date,Year,Month,Day
1370,Customer 370,52,Female,New York,German,No,NA,NA,NA,NA
1371,Customer 371,47,Male,San Francisco,French,No,NA,NA,NA,NA
1372,Customer 372,42,Male,Los Angeles,German,Yes,2022-06-24,2022,6,24
1373,Customer 373,67,Other,Los Angeles,French,Yes,2022-03-11,2022,3,11
1374,Customer 374,64,Other,San Francisco,German,Yes,2023-02-10,2023,2,10
1375,Customer 375,20,Male,Houston,Spanish,Yes,2022-07-31,2022,7,31
1376,Customer 376,68,Female,San Francisco,Spanish,Yes,2023-07-10,2023,7,10
1377,Customer 377,35,Male,New York,English,No,NA,NA,NA,NA
1378,Customer 378,49,Female,Chicago,English,No,NA,NA,NA,NA
1379,Customer 379,34,Male,Chicago,French,No,NA,NA,NA,NA
1380,Customer 380,55,Other,Chicago,Spanish,Yes,2023-12-01,2023,12,1
1381,Customer 381,59,Other,Houston,English,Yes,2023-10-15,2023,10,15
1382,Customer 382,57,Female,Chicago,Spanish,No,NA,NA,NA,NA
1383,Customer 383,59,Female,New York,English,Yes,2023-09-11,2023,9,11
1384,Customer 384,49,Other,Los Angeles,Spanish,Yes,2023-10-03,2023,10,3
1385,Customer 385,43,Male,Chicago,French,No,NA,NA,NA,NA
1386,Customer 386,30,Female,San Francisco,German,Yes,2022-04-09,2022,4,9
1387,Customer 387,37,Female,New York,French,No,NA,NA,NA,NA
1388,Customer 388,55,Female,Houston,English,Yes,2022-10-16,2022,10,16
1389,Customer 389,37,Male,Chicago,French,Yes,2023-04-22,2023,4,22
1390,Customer 390,46,Female,Houston,Spanish,Yes,2022-03-04,2022,3,4
1391,Customer 391,37,Male,Houston,French,No,NA,NA,NA,NA
1392,Customer 392,47,Other,San Francisco,English,Yes,2023-06-30,2023,6,30
1393,Customer 393,58,Other,Los Angeles,German,No,NA,NA,NA,NA
1394,Customer 394,65,Other,New York,Spanish,Yes,2023-08-07,2023,8,7
1395,Customer 395,25,Female,Houston,French,Yes,2022-09-11,2022,9,11
1396,Customer 396,56,Female,New York,English,No,NA,NA,NA,NA
1397,Customer 397,27,Other,Los Angeles,French,Yes,2023-10-19,2023,10,19
1398,Customer 398,34,Other,Los Angeles,English,Yes,2023-04-12,2023,4,12
1399,Customer 399,35,Male,Chicago,English,No,NA,NA,NA,NA
1400,Customer 400,57,Female,New York,German,Yes,2022-08-05,2022,8,5
1401,Customer 401,68,Female,Chicago,English,No,NA,NA,NA,NA
1402,Customer 402,59,Other,Chicago,German,No,NA,NA,NA,NA
1403,Customer 403,28,Female,Los Angeles,German,Yes,2022-06-29,2022,6,29
1404,Customer 404,66,Male,New York,French,No,NA,NA,NA,NA
1405,Customer 405,61,Other,Chicago,English,Yes,2023-03-05,2023,3,5
1406,Customer 406,19,Female,Houston,Spanish,Yes,2022-09-04,2022,9,4
1407,Customer 407,36,Male,New York,Spanish,No,NA,NA,NA,NA
1408,Customer 408,30,Male,Chicago,English,No,NA,NA,NA,NA
1409,Customer 409,30,Female,Houston,French,No,NA,NA,NA,NA
1410,Customer 410,48,Female,New York,Spanish,No,NA,NA,NA,NA
1411,Customer 411,47,Male,Los Angeles,German,No,NA,NA,NA,NA
1412,Customer 412,68,Male,Los Angeles,English,No,NA,NA,NA,NA
1413,Customer 413,39,Other,Houston,Spanish,No,NA,NA,NA,NA
1414,Customer 414,47,Other,Houston,English,No,NA,NA,NA,NA
1415,Customer 415,27,Male,Chicago,Spanish,Yes,2023-03-30,2023,3,30
1416,Customer 416,33,Female,Chicago,Spanish,Yes,2022-05-17,2022,5,17
1417,Customer 417,22,Other,Los Angeles,German,Yes,2022-10-27,2022,10,27
1418,Customer 418,53,Female,New York,English,Yes,2023-10-20,2023,10,20
1419,Customer 419,67,Other,New York,German,Yes,2022-08-27,2022,8,27
1420,Customer 420,50,Male,Chicago,French,No,NA,NA,NA,NA
1421,Customer 421,33,Female,Chicago,French,No,NA,NA,NA,NA
1422,Customer 422,45,Other,Los Angeles,English,Yes,2022-10-12,2022,10,12
1423,Customer 423,66,Other,San Francisco,German,Yes,2023-11-14,2023,11,14
1424,Customer 424,29,Female,Chicago,Spanish,No,NA,NA,NA,NA
1425,Customer 425,70,Other,Chicago,Spanish,No,NA,NA,NA,NA
1426,Customer 426,45,Female,San Francisco,Spanish,Yes,2023-04-24,2023,4,24
1427,Customer 427,19,Other,Los Angeles,English,No,NA,NA,NA,NA
1428,Customer 428,67,Female,Chicago,German,No,NA,NA,NA,NA
1429,Customer 429,29,Male,New York,English,No,NA,NA,NA,NA
1430,Customer 430,64,Male,Los Angeles,Spanish,No,NA,NA,NA,NA
1431,Customer 431,68,Other,New York,French,No,NA,NA,NA,NA
1432,Customer 432,70,Other,New York,English,No,NA,NA,NA,NA
1433,Customer 433,23,Female,Los Angeles,German,Yes,2022-09-02,2022,9,2
1434,Customer 434,33,Female,Chicago,Spanish,No,NA,NA,NA,NA
1435,Customer 435,32,Female,San Francisco,German,No,NA,NA,NA,NA
1436,Customer 436,36,Female,Los Angeles,French,No,NA,NA,NA,NA
1437,Customer 437,20,Female,Los Angeles,Spanish,Yes,2023-09-15,2023,9,15
1438,Customer 438,63,Male,Houston,French,No,NA,NA,NA,NA
1439,Customer 439,50,Male,Los Angeles,French,No,NA,NA,NA,NA
1440,Customer 440,50,Other,Houston,German,No,NA,NA,NA,NA
1441,Customer 441,65,Other,Los Angeles,English,No,NA,NA,NA,NA
1442,Customer 442,28,Female,Houston,German,No,NA,NA,NA,NA
1443,Customer 443,53,Female,Houston,German,Yes,2022-09-03,2022,9,3
1444,Customer 444,61,Other,San Francisco,German,No,NA,NA,NA,NA
1445,Customer 445,62,Male,Chicago,Spanish,No,NA,NA,NA,NA
1446,Customer 446,27,Other,San Francisco,Spanish,No,NA,NA,NA,NA
1447,Customer 447,59,Female,New York,English,No,NA,NA,NA,NA
1448,Customer 448,41,Male,Los Angeles,French,No,NA,NA,NA,NA
1449,Customer 449,45,Other,Houston,English,No,NA,NA,NA,NA
1450,Customer 450,56,Female,San Francisco,Spanish,Yes,2022-12-07,2022,12,7
1451,Customer 451,35,Female,Chicago,French,Yes,2022-04-02,2022,4,2
1452,Customer 452,34,Other,Chicago,Spanish,No,NA,NA,NA,NA
1453,Customer 453,37,Male,Chicago,English,No,NA,NA,NA,NA
1454,Customer 454,26,Other,Los Angeles,Spanish,Yes,2023-10-02,2023,10,2
1455,Customer 455,70,Male,Houston,English,No,NA,NA,NA,NA
1456,Customer 456,28,Female,Los Angeles,English,No,NA,NA,NA,NA
1457,Customer 457,61,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1458,Customer 458,25,Male,Los Angeles,Spanish,Yes,2022-02-07,2022,2,7
1459,Customer 459,67,Male,San Francisco,French,Yes,2022-06-28,2022,6,28
1460,Customer 460,22,Male,Chicago,English,No,NA,NA,NA,NA
1461,Customer 461,46,Male,Houston,English,No,NA,NA,NA,NA
1462,Customer 462,67,Female,San Francisco,English,No,NA,NA,NA,NA
1463,Customer 463,23,Other,Houston,English,No,NA,NA,NA,NA
1464,Customer 464,27,Female,San Francisco,French,No,NA,NA,NA,NA
1465,Customer 465,43,Female,Houston,English,Yes,2023-06-13,2023,6,13
1466,Customer 466,26,Female,Los Angeles,English,No,NA,NA,NA,NA
1467,Customer 467,28,Male,San Francisco,English,No,NA,NA,NA,NA
1468,Customer 468,23,Male,New York,Spanish,Yes,2022-11-09,2022,11,9
1469,Customer 469,49,Other,Houston,English,No,NA,NA,NA,NA
1470,Customer 470,29,Female,New York,English,Yes,2022-03-28,2022,3,28
1471,Customer 471,36,Other,Houston,French,Yes,2023-03-05,2023,3,5
1472,Customer 472,44,Other,Houston,Spanish,No,NA,NA,NA,NA
1473,Customer 473,49,Female,New York,English,Yes,2022-06-06,2022,6,6
1474,Customer 474,44,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1475,Customer 475,47,Male,San Francisco,French,Yes,2023-03-11,2023,3,11
1476,Customer 476,21,Female,Chicago,English,No,NA,NA,NA,NA
1477,Customer 477,41,Female,Los Angeles,German,Yes,2022-01-03,2022,1,3
1478,Customer 478,45,Other,Houston,Spanish,No,NA,NA,NA,NA
1479,Customer 479,20,Male,Los Angeles,French,No,NA,NA,NA,NA
1480,Customer 480,63,Female,Chicago,German,Yes,2022-12-23,2022,12,23
1481,Customer 481,57,Male,New York,Spanish,No,NA,NA,NA,NA
1482,Customer 482,23,Female,San Francisco,French,Yes,2022-03-23,2022,3,23
1483,Customer 483,53,Other,San Francisco,Spanish,No,NA,NA,NA,NA
1484,Customer 484,59,Male,San Francisco,Spanish,Yes,2022-04-17,2022,4,17
1485,Customer 485,65,Other,Houston,French,Yes,2023-02-01,2023,2,1
1486,Customer 486,47,Female,Houston,Spanish,Yes,2023-06-17,2023,6,17
1487,Customer 487,65,Female,Houston,English,No,NA,NA,NA,NA
1488,Customer 488,69,Other,New York,French,Yes,2023-11-12,2023,11,12
1489,Customer 489,27,Male,New York,Spanish,Yes,2022-04-29,2022,4,29
1490,Customer 490,42,Female,Chicago,Spanish,No,NA,NA,NA,NA
1491,Customer 491,55,Male,Chicago,Spanish,Yes,2023-10-29,2023,10,29
1492,Customer 492,68,Female,Los Angeles,Spanish,No,NA,NA,NA,NA
1493,Customer 493,53,Female,Los Angeles,English,No,NA,NA,NA,NA
1494,Customer 494,58,Other,New York,French,Yes,2023-03-05,2023,3,5
1495,Customer 495,42,Female,Houston,English,Yes,2022-08-16,2022,8,16
1496,Customer 496,21,Other,New York,French,No,NA,NA,NA,NA
1497,Customer 497,32,Other,Houston,German,Yes,2022-09-12,2022,9,12
1498,Customer 498,69,Female,San Francisco,French,Yes,2023-05-20,2023,5,20
1499,Customer 499,39,Other,San Francisco,Spanish,Yes,2023-07-23,2023,7,23
1500,Customer 500,70,Male,San Francisco,English,No,NA,NA,NA,NA
1501,Customer 501,66,Male,New York,Spanish,No,NA,NA,NA,NA
1502,Customer 502,41,Female,New York,English,Yes,2023-07-26,2023,7,26
1503,Customer 503,56,Female,Los Angeles,German,Yes,2022-12-25,2022,12,25
1504,Customer 504,64,Other,Houston,English,No,NA,NA,NA,NA
1505,Customer 505,54,Other,San Francisco,Spanish,Yes,2022-09-15,2022,9,15
1506,Customer 506,63,Other,New York,English,Yes,2023-04-24,2023,4,24
1507,Customer 507,64,Female,Chicago,German,No,NA,NA,NA,NA
1508,Customer 508,32,Female,New York,Spanish,Yes,2022-03-15,2022,3,15
1509,Customer 509,33,Male,Chicago,English,Yes,2023-08-13,2023,8,13
1510,Customer 510,36,Female,Houston,French,No,NA,NA,NA,NA
1511,Customer 511,25,Female,San Francisco,English,Yes,2022-07-03,2022,7,3
1512,Customer 512,48,Male,New York,German,No,NA,NA,NA,NA
1513,Customer 513,54,Female,Houston,French,No,NA,NA,NA,NA
1514,Customer 514,56,Female,New York,Spanish,Yes,2023-02-15,2023,2,15
1515,Customer 515,69,Other,Chicago,French,Yes,2023-07-25,2023,7,25
1516,Customer 516,65,Male,San Francisco,German,Yes,2023-07-08,2023,7,8
1517,Customer 517,33,Male,Houston,German,No,NA,NA,NA,NA
1518,Customer 518,26,Male,Los Angeles,French,No,NA,NA,NA,NA
1519,Customer 519,28,Female,New York,German,No,NA,NA,NA,NA
1520,Customer 520,60,Other,Los Angeles,French,Yes,2022-07-15,2022,7,15
1521,Customer 521,68,Female,Houston,English,No,NA,NA,NA,NA
1522,Customer 522,47,Female,Los Angeles,French,Yes,2023-07-17,2023,7,17
1523,Customer 523,27,Female,Los Angeles,Spanish,No,NA,NA,NA,NA
1524,Customer 524,51,Male,Houston,French,No,NA,NA,NA,NA
1525,Customer 525,55,Female,New York,Spanish,No,NA,NA,NA,NA
1526,Customer 526,37,Male,Houston,Spanish,No,NA,NA,NA,NA
1527,Customer 527,63,Other,San Francisco,French,Yes,2023-08-13,2023,8,13
1528,Customer 528,31,Other,Los Angeles,French,Yes,2022-10-01,2022,10,1
1529,Customer 529,23,Female,Los Angeles,French,Yes,2023-04-26,2023,4,26
1530,Customer 530,35,Male,Los Angeles,Spanish,Yes,2023-07-14,2023,7,14
1531,Customer 531,19,Other,New York,German,No,NA,NA,NA,NA
1532,Customer 532,25,Female,San Francisco,English,Yes,2023-04-12,2023,4,12
1533,Customer 533,28,Female,Chicago,German,Yes,2022-01-23,2022,1,23
1534,Customer 534,38,Other,San Francisco,English,Yes,2022-06-13,2022,6,13
1535,Customer 535,24,Male,New York,Spanish,No,NA,NA,NA,NA
1536,Customer 536,68,Female,San Francisco,French,Yes,2022-09-02,2022,9,2
1537,Customer 537,40,Female,San Francisco,Spanish,No,NA,NA,NA,NA
1538,Customer 538,25,Male,San Francisco,French,No,NA,NA,NA,NA
1539,Customer 539,27,Other,Chicago,German,No,NA,NA,NA,NA
1540,Customer 540,54,Other,San Francisco,French,Yes,2023-03-18,2023,3,18
1541,Customer 541,34,Male,Los Angeles,German,No,NA,NA,NA,NA
1542,Customer 542,23,Other,San Francisco,French,No,NA,NA,NA,NA
1543,Customer 543,57,Male,New York,Spanish,Yes,2022-09-14,2022,9,14
1544,Customer 544,69,Other,Chicago,English,No,NA,NA,NA,NA
1545,Customer 545,23,Other,New York,Spanish,Yes,2022-05-27,2022,5,27
1546,Customer 546,64,Other,Houston,French,No,NA,NA,NA,NA
1547,Customer 547,45,Female,Houston,English,Yes,2023-03-19,2023,3,19
1548,Customer 548,49,Female,Houston,German,Yes,2023-11-13,2023,11,13
1549,Customer 549,66,Male,Los Angeles,German,No,NA,NA,NA,NA
1550,Customer 550,52,Other,Chicago,English,No,NA,NA,NA,NA
1551,Customer 551,45,Female,New York,French,Yes,2022-09-14,2022,9,14
1552,Customer 552,64,Other,San Francisco,Spanish,Yes,2023-09-01,2023,9,1
1553,Customer 553,37,Other,Houston,English,Yes,2022-10-20,2022,10,20
1554,Customer 554,18,Other,New York,English,Yes,2023-07-30,2023,7,30
1555,Customer 555,22,Other,Los Angeles,Spanish,Yes,2023-03-22,2023,3,22
1556,Customer 556,28,Female,San Francisco,German,No,NA,NA,NA,NA
1557,Customer 557,64,Female,Chicago,Spanish,No,NA,NA,NA,NA
1558,Customer 558,37,Female,Houston,English,Yes,2023-06-25,2023,6,25
1559,Customer 559,19,Male,Chicago,English,No,NA,NA,NA,NA
1560,Customer 560,65,Female,New York,German,No,NA,NA,NA,NA
1561,Customer 561,68,Male,Houston,French,Yes,2022-02-28,2022,2,28
1562,Customer 562,27,Female,Chicago,Spanish,No,NA,NA,NA,NA
1563,Customer 563,68,Other,Los Angeles,English,No,NA,NA,NA,NA
1564,Customer 564,66,Female,Los Angeles,Spanish,Yes,2023-04-25,2023,4,25
1565,Customer 565,24,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1566,Customer 566,55,Male,Chicago,Spanish,No,NA,NA,NA,NA
1567,Customer 567,61,Other,Chicago,Spanish,No,NA,NA,NA,NA
1568,Customer 568,53,Male,Chicago,English,Yes,2022-12-14,2022,12,14
1569,Customer 569,70,Male,Chicago,English,Yes,2022-06-18,2022,6,18
1570,Customer 570,40,Female,Chicago,French,No,NA,NA,NA,NA
1571,Customer 571,68,Other,San Francisco,English,Yes,2022-06-17,2022,6,17
1572,Customer 572,51,Other,San Francisco,English,Yes,2023-04-30,2023,4,30
1573,Customer 573,41,Other,Chicago,French,No,NA,NA,NA,NA
1574,Customer 574,21,Male,Los Angeles,English,Yes,2022-01-19,2022,1,19
1575,Customer 575,46,Female,San Francisco,English,No,NA,NA,NA,NA
1576,Customer 576,40,Female,Chicago,French,Yes,2022-11-02,2022,11,2
1577,Customer 577,28,Male,Los Angeles,French,No,NA,NA,NA,NA
1578,Customer 578,50,Female,New York,German,Yes,2022-06-28,2022,6,28
1579,Customer 579,68,Male,Houston,English,No,NA,NA,NA,NA
1580,Customer 580,67,Other,New York,German,Yes,2022-05-15,2022,5,15
1581,Customer 581,65,Other,Houston,German,No,NA,NA,NA,NA
1582,Customer 582,20,Male,Houston,English,No,NA,NA,NA,NA
1583,Customer 583,50,Other,Los Angeles,German,No,NA,NA,NA,NA
1584,Customer 584,47,Other,Houston,French,No,NA,NA,NA,NA
1585,Customer 585,51,Female,Los Angeles,Spanish,Yes,2022-06-14,2022,6,14
1586,Customer 586,19,Female,Chicago,French,No,NA,NA,NA,NA
1587,Customer 587,57,Female,Houston,German,Yes,2022-07-11,2022,7,11
1588,Customer 588,37,Male,Chicago,French,Yes,2023-10-20,2023,10,20
1589,Customer 589,31,Female,Houston,Spanish,No,NA,NA,NA,NA
1590,Customer 590,42,Female,Los Angeles,English,Yes,2023-02-22,2023,2,22
1591,Customer 591,62,Female,Chicago,Spanish,Yes,2023-06-12,2023,6,12
1592,Customer 592,24,Other,New York,French,No,NA,NA,NA,NA
1593,Customer 593,57,Male,Houston,French,Yes,2023-06-19,2023,6,19
1594,Customer 594,52,Other,New York,German,No,NA,NA,NA,NA
1595,Customer 595,48,Female,New York,French,No,NA,NA,NA,NA
1596,Customer 596,39,Female,San Francisco,Spanish,No,NA,NA,NA,NA
1597,Customer 597,33,Female,New York,German,Yes,2023-10-27,2023,10,27
1598,Customer 598,39,Female,San Francisco,English,Yes,2023-07-08,2023,7,8
1599,Customer 599,46,Female,Chicago,French,Yes,2023-07-14,2023,7,14
1600,Customer 600,50,Male,San Francisco,German,No,NA,NA,NA,NA
1601,Customer 601,61,Other,New York,Spanish,No,NA,NA,NA,NA
1602,Customer 602,67,Male,Los Angeles,English,Yes,2022-04-23,2022,4,23
1603,Customer 603,70,Male,San Francisco,German,No,NA,NA,NA,NA
1604,Customer 604,48,Female,Houston,English,No,NA,NA,NA,NA
1605,Customer 605,63,Female,Los Angeles,Spanish,Yes,2022-07-03,2022,7,3
1606,Customer 606,25,Other,San Francisco,German,No,NA,NA,NA,NA
1607,Customer 607,41,Other,San Francisco,German,No,NA,NA,NA,NA
1608,Customer 608,47,Other,Houston,Spanish,No,NA,NA,NA,NA
1609,Customer 609,40,Other,New York,French,No,NA,NA,NA,NA
1610,Customer 610,54,Other,San Francisco,English,Yes,2023-01-14,2023,1,14
1611,Customer 611,49,Female,San Francisco,Spanish,Yes,2022-04-20,2022,4,20
1612,Customer 612,34,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1613,Customer 613,43,Other,New York,English,Yes,2023-05-31,2023,5,31
1614,Customer 614,60,Female,Chicago,English,Yes,2022-11-29,2022,11,29
1615,Customer 615,40,Other,San Francisco,French,No,NA,NA,NA,NA
1616,Customer 616,43,Male,San Francisco,Spanish,Yes,2023-05-13,2023,5,13
1617,Customer 617,53,Female,Houston,French,No,NA,NA,NA,NA
1618,Customer 618,62,Female,Los Angeles,German,No,NA,NA,NA,NA
1619,Customer 619,25,Other,Chicago,English,Yes,2023-03-28,2023,3,28
1620,Customer 620,32,Other,Houston,Spanish,No,NA,NA,NA,NA
1621,Customer 621,53,Male,Houston,English,Yes,2022-10-21,2022,10,21
1622,Customer 622,62,Other,New York,French,No,NA,NA,NA,NA
1623,Customer 623,20,Male,Chicago,English,Yes,2023-03-23,2023,3,23
1624,Customer 624,56,Female,Chicago,English,Yes,2022-01-03,2022,1,3
1625,Customer 625,50,Other,New York,Spanish,Yes,2023-01-21,2023,1,21
1626,Customer 626,55,Male,San Francisco,French,No,NA,NA,NA,NA
1627,Customer 627,62,Female,Houston,English,Yes,2023-07-10,2023,7,10
1628,Customer 628,43,Female,Los Angeles,English,Yes,2022-03-28,2022,3,28
1629,Customer 629,45,Male,Houston,English,Yes,2022-07-23,2022,7,23
1630,Customer 630,43,Male,Los Angeles,German,Yes,2023-03-18,2023,3,18
1631,Customer 631,34,Male,Houston,German,No,NA,NA,NA,NA
1632,Customer 632,40,Other,Los Angeles,French,No,NA,NA,NA,NA
1633,Customer 633,70,Male,San Francisco,English,Yes,2022-02-17,2022,2,17
1634,Customer 634,55,Male,Chicago,English,Yes,2023-09-10,2023,9,10
1635,Customer 635,27,Male,Chicago,English,Yes,2023-09-21,2023,9,21
1636,Customer 636,62,Other,Los Angeles,German,Yes,2023-06-03,2023,6,3
1637,Customer 637,55,Female,New York,German,No,NA,NA,NA,NA
1638,Customer 638,58,Female,Chicago,English,Yes,2023-06-14,2023,6,14
1639,Customer 639,25,Female,San Francisco,English,No,NA,NA,NA,NA
1640,Customer 640,18,Other,Los Angeles,French,Yes,2022-10-18,2022,10,18
1641,Customer 641,33,Other,New York,French,Yes,2022-06-24,2022,6,24
1642,Customer 642,19,Female,New York,Spanish,Yes,2023-01-05,2023,1,5
1643,Customer 643,57,Other,Los Angeles,Spanish,No,NA,NA,NA,NA
1644,Customer 644,31,Male,San Francisco,German,Yes,2022-01-23,2022,1,23
1645,Customer 645,29,Other,Houston,English,No,NA,NA,NA,NA
1646,Customer 646,43,Male,Los Angeles,German,Yes,2023-03-04,2023,3,4
1647,Customer 647,25,Other,New York,Spanish,No,NA,NA,NA,NA
1648,Customer 648,58,Other,Los Angeles,French,No,NA,NA,NA,NA
1649,Customer 649,25,Female,Houston,German,Yes,2023-07-28,2023,7,28
1650,Customer 650,26,Female,New York,Spanish,No,NA,NA,NA,NA
1651,Customer 651,69,Female,Chicago,French,Yes,2022-10-06,2022,10,6
1652,Customer 652,50,Male,Chicago,German,No,NA,NA,NA,NA
1653,Customer 653,20,Male,New York,English,No,NA,NA,NA,NA
1654,Customer 654,57,Other,San Francisco,French,No,NA,NA,NA,NA
1655,Customer 655,19,Male,Los Angeles,English,No,NA,NA,NA,NA
1656,Customer 656,18,Other,San Francisco,French,No,NA,NA,NA,NA
1657,Customer 657,26,Female,Chicago,German,No,NA,NA,NA,NA
1658,Customer 658,24,Female,Los Angeles,English,No,NA,NA,NA,NA
1659,Customer 659,30,Male,Los Angeles,French,No,NA,NA,NA,NA
1660,Customer 660,46,Female,New York,French,Yes,2022-03-12,2022,3,12
1661,Customer 661,37,Other,Chicago,French,Yes,2023-05-28,2023,5,28
1662,Customer 662,31,Other,Los Angeles,French,No,NA,NA,NA,NA
1663,Customer 663,33,Male,Los Angeles,Spanish,No,NA,NA,NA,NA
1664,Customer 664,24,Female,San Francisco,French,Yes,2023-03-11,2023,3,11
1665,Customer 665,53,Male,Los Angeles,French,Yes,2022-12-09,2022,12,9
1666,Customer 666,62,Male,New York,English,No,NA,NA,NA,NA
1667,Customer 667,29,Male,Houston,French,Yes,2022-07-13,2022,7,13
1668,Customer 668,42,Female,Chicago,English,Yes,2023-02-25,2023,2,25
1669,Customer 669,44,Female,New York,English,No,NA,NA,NA,NA
1670,Customer 670,30,Other,New York,English,Yes,2023-11-20,2023,11,20
1671,Customer 671,37,Male,San Francisco,Spanish,No,NA,NA,NA,NA
1672,Customer 672,27,Female,Los Angeles,French,No,NA,NA,NA,NA
1673,Customer 673,47,Other,Los Angeles,German,No,NA,NA,NA,NA
1674,Customer 674,58,Other,Los Angeles,French,Yes,2023-08-10,2023,8,10
1675,Customer 675,29,Other,New York,German,No,NA,NA,NA,NA
1676,Customer 676,25,Other,New York,Spanish,Yes,2022-11-12,2022,11,12
1677,Customer 677,24,Female,San Francisco,French,Yes,2022-01-31,2022,1,31
1678,Customer 678,32,Female,San Francisco,German,Yes,2022-09-08,2022,9,8
1679,Customer 679,36,Female,Los Angeles,English,No,NA,NA,NA,NA
1680,Customer 680,66,Other,Los Angeles,French,Yes,2023-01-07,2023,1,7
1681,Customer 681,60,Other,New York,English,No,NA,NA,NA,NA
1682,Customer 682,56,Male,Los Angeles,English,No,NA,NA,NA,NA
1683,Customer 683,68,Other,Houston,English,No,NA,NA,NA,NA
1684,Customer 684,40,Other,San Francisco,German,No,NA,NA,NA,NA
1685,Customer 685,52,Male,New York,French,Yes,2023-01-03,2023,1,3
1686,Customer 686,23,Female,San Francisco,Spanish,Yes,2022-01-04,2022,1,4
1687,Customer 687,24,Male,San Francisco,English,No,NA,NA,NA,NA
1688,Customer 688,21,Other,Los Angeles,German,No,NA,NA,NA,NA
1689,Customer 689,27,Other,Los Angeles,French,No,NA,NA,NA,NA
1690,Customer 690,34,Female,Chicago,English,No,NA,NA,NA,NA
1691,Customer 691,65,Male,San Francisco,French,Yes,2023-02-06,2023,2,6
1692,Customer 692,25,Other,Houston,English,Yes,2023-02-28,2023,2,28
1693,Customer 693,70,Other,Houston,French,No,NA,NA,NA,NA
1694,Customer 694,20,Other,Chicago,French,Yes,2023-10-14,2023,10,14
1695,Customer 695,61,Male,New York,English,No,NA,NA,NA,NA
1696,Customer 696,70,Female,Houston,Spanish,No,NA,NA,NA,NA
1697,Customer 697,63,Female,Houston,Spanish,Yes,2022-07-08,2022,7,8
1698,Customer 698,54,Female,New York,English,Yes,2022-03-03,2022,3,3
1699,Customer 699,31,Male,San Francisco,Spanish,Yes,2022-06-18,2022,6,18
1700,Customer 700,45,Other,Los Angeles,English,No,NA,NA,NA,NA
1701,Customer 701,23,Male,Chicago,English,No,NA,NA,NA,NA
1702,Customer 702,26,Other,Los Angeles,French,Yes,2022-11-16,2022,11,16
1703,Customer 703,50,Female,New York,French,Yes,2022-06-03,2022,6,3
1704,Customer 704,69,Male,Houston,French,No,NA,NA,NA,NA
1705,Customer 705,63,Other,Houston,English,Yes,2023-01-24,2023,1,24
1706,Customer 706,36,Other,Los Angeles,French,Yes,2023-05-07,2023,5,7
1707,Customer 707,54,Other,Chicago,Spanish,No,NA,NA,NA,NA
1708,Customer 708,51,Male,Chicago,Spanish,Yes,2022-05-01,2022,5,1
1709,Customer 709,18,Other,Chicago,German,Yes,2022-12-28,2022,12,28
1710,Customer 710,45,Male,Los Angeles,English,No,NA,NA,NA,NA
1711,Customer 711,69,Female,Chicago,Spanish,Yes,2022-04-24,2022,4,24
1712,Customer 712,47,Other,San Francisco,English,Yes,2023-04-26,2023,4,26
1713,Customer 713,21,Female,Chicago,English,Yes,2023-02-21,2023,2,21
1714,Customer 714,43,Male,Los Angeles,Spanish,Yes,2022-06-16,2022,6,16
1715,Customer 715,28,Female,Los Angeles,French,Yes,2023-06-03,2023,6,3
1716,Customer 716,22,Other,Houston,English,Yes,2023-07-15,2023,7,15
1717,Customer 717,53,Female,New York,Spanish,No,NA,NA,NA,NA
1718,Customer 718,36,Other,Houston,German,No,NA,NA,NA,NA
1719,Customer 719,52,Other,Houston,French,No,NA,NA,NA,NA
1720,Customer 720,50,Female,San Francisco,French,No,NA,NA,NA,NA
1721,Customer 721,56,Male,New York,English,No,NA,NA,NA,NA
1722,Customer 722,22,Other,Chicago,French,Yes,2022-05-11,2022,5,11
1723,Customer 723,40,Male,San Francisco,German,No,NA,NA,NA,NA
1724,Customer 724,58,Female,San Francisco,Spanish,Yes,2023-06-01,2023,6,1
1725,Customer 725,42,Female,Houston,English,Yes,2023-08-05,2023,8,5
1726,Customer 726,66,Other,San Francisco,German,No,NA,NA,NA,NA
1727,Customer 727,38,Male,San Francisco,German,Yes,2023-10-15,2023,10,15
1728,Customer 728,22,Other,San Francisco,German,No,NA,NA,NA,NA
1729,Customer 729,29,Male,Houston,French,Yes,2023-05-22,2023,5,22
1730,Customer 730,19,Other,Chicago,French,Yes,2023-12-07,2023,12,7
1731,Customer 731,35,Other,Houston,Spanish,No,NA,NA,NA,NA
1732,Customer 732,21,Other,San Francisco,French,Yes,2023-09-19,2023,9,19
1733,Customer 733,59,Female,New York,German,Yes,2022-10-12,2022,10,12
1734,Customer 734,64,Female,Houston,Spanish,Yes,2023-06-18,2023,6,18
1735,Customer 735,40,Other,Chicago,Spanish,Yes,2023-12-18,2023,12,18
1736,Customer 736,25,Other,Chicago,German,No,NA,NA,NA,NA
1737,Customer 737,18,Male,Houston,French,Yes,2022-12-19,2022,12,19
1738,Customer 738,28,Male,Chicago,Spanish,Yes,2022-01-16,2022,1,16
