Transaction_ID,Customer_ID,Date,Year,Month,Day,Product_ID,Quantity,Total_Amount,Promo_Code,Store_Location
3967,2138,6/25/2023,2023,6,25,2013,6,1008.54,HOLIDAY,Online
3968,2638,11/13/2023,2023,11,13,2036,3,1196.7,SAVE10,Mobile App
3969,2305,12/12/2022,2022,12,12,2081,8,3355.2,FREESHIP,Mobile App
3970,1065,1/1/2022,2022,1,1,2034,8,445.2,NA,Online
3971,1371,6/1/2022,2022,6,1,2054,4,148,NA,Mobile App
3972,3333,12/22/2022,2022,12,22,2041,10,2366.1,SAVE10,Online
3973,3128,8/6/2022,2022,8,6,2038,8,2709.84,NA,Online
3974,1269,7/12/2023,2023,7,12,2012,8,2668.48,HOLIDAY,Physical Store
3975,1160,2/1/2023,2023,2,1,2032,5,2156.05,NA,Physical Store
3976,2599,12/22/2023,2023,12,22,2012,5,1667.8,FREESHIP,Physical Store
3977,2720,9/15/2023,2023,9,15,2036,4,1595.6,SAVE10,Online
3978,2931,10/22/2023,2023,10,22,2043,10,3965.9,NA,Mobile App
3979,2994,4/8/2023,2023,4,8,2079,9,3575.07,NA,Mobile App
3980,3421,6/10/2022,2022,6,10,2100,3,511.86,FREESHIP,Mobile App
3981,3306,8/11/2023,2023,8,11,2087,6,255.18,NA,Mobile App
3982,1278,3/6/2022,2022,3,6,2019,7,2671.13,NA,Mobile App
3983,1929,3/22/2023,2023,3,22,2050,2,572.74,HOLIDAY,Physical Store
3984,1272,4/14/2023,2023,4,14,2041,4,946.44,NA,Physical Store
3985,1391,5/7/2023,2023,5,7,2011,8,595.12,FREESHIP,Online
3986,2059,12/3/2022,2022,12,3,2019,2,763.18,SAVE10,Mobile App
3987,2365,6/25/2023,2023,6,25,2098,4,1664.4,HOLIDAY,Physical Store
3988,3389,6/6/2022,2022,6,6,2018,8,1614.32,FREESHIP,Online
3989,2916,8/22/2023,2023,8,22,2063,5,243.5,FREESHIP,Physical Store
3990,2906,11/26/2023,2023,11,26,2043,1,396.59,HOLIDAY,Mobile App
3991,1480,3/2/2023,2023,3,2,2048,9,3930.75,NA,Physical Store
3992,1057,1/19/2022,2022,1,19,2032,10,4312.1,NA,Physical Store
3993,3028,5/2/2022,2022,5,2,2017,7,1868.09,FREESHIP,Physical Store
3994,2040,5/20/2023,2023,5,20,2089,7,504.35,NA,Online
3995,2561,5/14/2022,2022,5,14,2042,8,1222.08,SAVE10,Physical Store
3996,2983,10/28/2022,2022,10,28,2080,5,661.7,HOLIDAY,Mobile App
3997,2460,1/27/2022,2022,1,27,2099,2,890.34,SAVE10,Physical Store
3998,2965,1/11/2022,2022,1,11,2042,3,458.28,FREESHIP,Physical Store
3999,1198,8/4/2022,2022,8,4,2027,8,2253.44,NA,Physical Store
4000,1006,12/23/2022,2022,12,23,2078,10,628.8,NA,Mobile App
4001,1843,2/13/2022,2022,2,13,2055,9,2109.33,NA,Physical Store
4002,1238,2/4/2022,2022,2,4,2038,5,1693.65,SAVE10,Online
4003,1291,1/11/2023,2023,1,11,2036,3,1196.7,HOLIDAY,Physical Store
4004,1131,1/4/2023,2023,1,4,2092,4,706.76,SAVE10,Online
4005,1754,11/14/2022,2022,11,14,2064,5,1941.5,SAVE10,Physical Store
4006,3047,12/15/2023,2023,12,15,2091,5,992.4,NA,Online
4007,3081,4/4/2022,2022,4,4,2091,5,992.4,SAVE10,Physical Store
4008,1447,5/20/2022,2022,5,20,2012,6,2001.36,FREESHIP,Online
4009,2875,3/6/2022,2022,3,6,2041,6,1419.66,NA,Online
4010,3139,4/16/2022,2022,4,16,2072,10,3295,NA,Physical Store
4011,1645,7/15/2023,2023,7,15,2075,10,671.5,SAVE10,Online
4012,2230,9/26/2022,2022,9,26,2016,8,360.24,HOLIDAY,Physical Store
4013,2699,1/26/2023,2023,1,26,2084,4,1977.64,NA,Mobile App
4014,1294,11/22/2022,2022,11,22,2050,6,1718.22,FREESHIP,Mobile App
4015,2918,5/1/2022,2022,5,1,2050,1,286.37,HOLIDAY,Physical Store
4016,1293,9/5/2022,2022,9,5,2043,10,3965.9,HOLIDAY,Mobile App
4017,1305,2/18/2023,2023,2,18,2075,1,67.15,NA,Online
4018,1074,3/17/2023,2023,3,17,2084,9,4449.69,NA,Online
4019,1735,6/2/2022,2022,6,2,2008,2,693.9,HOLIDAY,Mobile App
4020,2241,1/27/2022,2022,1,27,2043,2,793.18,SAVE10,Online
4021,2899,1/24/2022,2022,1,24,2094,4,1282.32,SAVE10,Online
4022,3377,6/11/2023,2023,6,11,2045,9,3129.48,HOLIDAY,Physical Store
4023,1496,7/20/2023,2023,7,20,2094,7,2244.06,SAVE10,Online
4024,3146,10/27/2022,2022,10,27,2081,2,838.8,SAVE10,Mobile App
4025,1396,4/22/2022,2022,4,22,2040,4,370.24,SAVE10,Mobile App
4026,3352,5/10/2022,2022,5,10,2086,10,4589.6,HOLIDAY,Physical Store
4027,2128,3/21/2023,2023,3,21,2031,6,974.52,SAVE10,Online
4028,1843,12/8/2022,2022,12,8,2088,7,3007.06,SAVE10,Mobile App
4029,2162,11/10/2023,2023,11,10,2085,7,3106.18,SAVE10,Physical Store
4030,3317,7/8/2022,2022,7,8,2016,4,180.12,NA,Physical Store
4031,3125,11/23/2022,2022,11,23,2061,9,3911.94,HOLIDAY,Online
4032,3223,10/2/2023,2023,10,2,2086,3,1376.88,HOLIDAY,Mobile App
4033,1917,7/28/2023,2023,7,28,2057,4,1064.4,FREESHIP,Mobile App
4034,2123,1/19/2022,2022,1,19,2059,1,27.89,HOLIDAY,Mobile App
4035,1680,7/11/2023,2023,7,11,2096,5,2468.9,HOLIDAY,Physical Store
4036,1773,2/18/2022,2022,2,18,2067,4,724.2,HOLIDAY,Mobile App
4037,2719,7/22/2023,2023,7,22,2055,2,468.74,HOLIDAY,Online
4038,2863,4/22/2022,2022,4,22,2046,6,211.62,HOLIDAY,Physical Store
4039,1145,8/8/2023,2023,8,8,2053,7,2834.09,NA,Online
4040,2541,4/30/2023,2023,4,30,2003,8,1842,HOLIDAY,Mobile App
4041,1403,8/27/2022,2022,8,27,2084,2,988.82,SAVE10,Mobile App
4042,1202,10/13/2023,2023,10,13,2041,5,1183.05,FREESHIP,Physical Store
4043,2862,11/2/2023,2023,11,2,2008,4,1387.8,HOLIDAY,Online
4044,3030,3/13/2023,2023,3,13,2074,3,490.77,SAVE10,Physical Store
4045,2084,2/18/2022,2022,2,18,2053,7,2834.09,HOLIDAY,Mobile App
4046,1449,3/25/2022,2022,3,25,2044,7,1424.15,FREESHIP,Physical Store
4047,2612,5/23/2022,2022,5,23,2033,7,907.06,NA,Online
4048,2550,8/29/2022,2022,8,29,2043,8,3172.72,SAVE10,Physical Store
4049,1247,1/31/2022,2022,1,31,2090,6,1532.46,HOLIDAY,Physical Store
4050,3114,11/1/2022,2022,11,1,2021,1,402.23,NA,Physical Store
4051,2604,10/15/2023,2023,10,15,2036,5,1994.5,NA,Online
4052,1346,12/18/2023,2023,12,18,2056,4,375.92,SAVE10,Online
4053,1475,1/17/2023,2023,1,17,2093,1,134.02,NA,Mobile App
4054,2079,6/11/2022,2022,6,11,2040,10,925.6,HOLIDAY,Mobile App
4055,1366,10/5/2023,2023,10,5,2062,1,81.76,NA,Physical Store
4056,1181,3/17/2023,2023,3,17,2079,1,397.23,HOLIDAY,Online
4057,1212,6/24/2022,2022,6,24,2066,6,693.78,HOLIDAY,Online
4058,3283,2/13/2023,2023,2,13,2064,5,1941.5,HOLIDAY,Physical Store
4059,1724,10/12/2022,2022,10,12,2011,8,595.12,FREESHIP,Physical Store
4060,1003,2/22/2022,2022,2,22,2020,6,2946.9,SAVE10,Online
4061,2938,5/18/2022,2022,5,18,2091,7,1389.36,NA,Online
4062,1241,10/31/2022,2022,10,31,2093,4,536.08,HOLIDAY,Mobile App
4063,1203,3/29/2023,2023,3,29,2050,6,1718.22,FREESHIP,Mobile App
4064,2805,4/19/2023,2023,4,19,2078,5,314.4,NA,Online
4065,2164,3/8/2022,2022,3,8,2033,4,518.32,SAVE10,Mobile App
4066,1231,2/15/2022,2022,2,15,2027,6,1690.08,NA,Physical Store
4067,3486,10/31/2022,2022,10,31,2067,6,1086.3,SAVE10,Mobile App
4068,2103,9/22/2023,2023,9,22,2037,9,4148.73,HOLIDAY,Online
4069,2231,3/10/2023,2023,3,10,2099,1,445.17,HOLIDAY,Mobile App
4070,1723,5/30/2023,2023,5,30,2039,6,718.56,FREESHIP,Physical Store
4071,2902,1/6/2022,2022,1,6,2002,3,1405.65,SAVE10,Online
4072,2219,10/29/2022,2022,10,29,2021,9,3620.07,NA,Physical Store
4073,2484,6/28/2023,2023,6,28,2023,9,350.64,HOLIDAY,Online
4074,1034,6/23/2022,2022,6,23,2041,1,236.61,NA,Mobile App
4075,2087,5/26/2023,2023,5,26,2046,7,246.89,HOLIDAY,Online
4076,2085,5/25/2022,2022,5,25,2030,5,2322.75,HOLIDAY,Physical Store
4077,3314,4/2/2023,2023,4,2,2009,7,2071.93,HOLIDAY,Physical Store
4078,2660,1/8/2023,2023,1,8,2038,7,2371.11,SAVE10,Physical Store
4079,2409,9/22/2023,2023,9,22,2015,5,2446.4,NA,Physical Store
4080,1995,8/25/2023,2023,8,25,2058,5,1511.05,SAVE10,Online
4081,1956,5/21/2023,2023,5,21,2022,6,1716.24,FREESHIP,Online
4082,2978,6/2/2022,2022,6,2,2024,10,979.1,SAVE10,Mobile App
4083,2381,5/16/2023,2023,5,16,2024,9,881.19,HOLIDAY,Physical Store
4084,2613,2/13/2023,2023,2,13,2052,1,341.69,SAVE10,Physical Store
4085,1548,4/13/2023,2023,4,13,2086,6,2753.76,HOLIDAY,Online
4086,2886,12/25/2023,2023,12,25,2045,2,695.44,NA,Mobile App
4087,1050,9/8/2022,2022,9,8,2026,7,1753.08,SAVE10,Mobile App
4088,2331,3/8/2023,2023,3,8,2074,1,163.59,NA,Mobile App
4089,2321,12/18/2023,2023,12,18,2044,3,610.35,HOLIDAY,Online
4090,1608,6/29/2022,2022,6,29,2092,8,1413.52,HOLIDAY,Physical Store
4091,3330,4/29/2022,2022,4,29,2050,6,1718.22,NA,Physical Store
4092,2846,8/26/2022,2022,8,26,2068,3,167.7,SAVE10,Mobile App
4093,2323,5/13/2022,2022,5,13,2016,2,90.06,HOLIDAY,Online
4094,2180,2/3/2023,2023,2,3,2085,10,4437.4,HOLIDAY,Mobile App
4095,1613,1/31/2022,2022,1,31,2031,7,1136.94,FREESHIP,Mobile App
4096,2739,4/9/2023,2023,4,9,2050,10,2863.7,HOLIDAY,Online
4097,3092,1/20/2023,2023,1,20,2046,4,141.08,NA,Mobile App
4098,1344,6/14/2023,2023,6,14,2019,5,1907.95,NA,Online
4099,1839,8/21/2022,2022,8,21,2019,5,1907.95,NA,Mobile App
4100,3095,8/30/2023,2023,8,30,2028,10,3690.7,SAVE10,Online
4101,1021,5/4/2023,2023,5,4,2091,3,595.44,NA,Online
4102,2418,11/1/2023,2023,11,1,2100,1,170.62,HOLIDAY,Physical Store
4103,1364,5/24/2022,2022,5,24,2077,7,1900.36,NA,Mobile App
4104,1143,8/14/2022,2022,8,14,2093,5,670.1,NA,Physical Store
4105,3022,12/13/2022,2022,12,13,2053,9,3643.83,HOLIDAY,Physical Store
4106,2006,2/18/2023,2023,2,18,2046,9,317.43,FREESHIP,Online
4107,2343,3/27/2022,2022,3,27,2012,6,2001.36,SAVE10,Physical Store
4108,2874,8/8/2022,2022,8,8,2019,8,3052.72,NA,Physical Store
4109,3314,8/16/2023,2023,8,16,2083,6,2413.62,FREESHIP,Mobile App
4110,2401,11/28/2023,2023,11,28,2094,6,1923.48,HOLIDAY,Mobile App
4111,2238,4/9/2023,2023,4,9,2074,9,1472.31,NA,Online
4112,1128,11/25/2022,2022,11,25,2060,6,798.54,FREESHIP,Online
4113,1313,12/14/2022,2022,12,14,2005,8,817.36,FREESHIP,Mobile App
4114,1374,6/30/2022,2022,6,30,2022,1,286.04,NA,Physical Store
4115,3335,7/4/2022,2022,7,4,2099,3,1335.51,NA,Physical Store
4116,1225,4/13/2022,2022,4,13,2035,7,3198.02,SAVE10,Mobile App
4117,3275,2/19/2022,2022,2,19,2013,8,1344.72,FREESHIP,Mobile App
4118,1766,3/14/2023,2023,3,14,2055,4,937.48,NA,Online
4119,3067,12/28/2022,2022,12,28,2076,10,948.9,NA,Mobile App
4120,2689,8/28/2023,2023,8,28,2052,9,3075.21,FREESHIP,Physical Store
4121,2834,4/23/2022,2022,4,23,2048,1,436.75,FREESHIP,Physical Store
4122,1537,10/13/2023,2023,10,13,2078,2,125.76,HOLIDAY,Online
4123,1297,7/22/2022,2022,7,22,2087,1,42.53,FREESHIP,Online
4124,3489,4/24/2022,2022,4,24,2052,1,341.69,HOLIDAY,Physical Store
4125,1802,1/14/2022,2022,1,14,2025,10,4115.7,SAVE10,Physical Store
4126,1905,9/23/2023,2023,9,23,2083,3,1206.81,HOLIDAY,Online
4127,3086,6/19/2022,2022,6,19,2042,7,1069.32,SAVE10,Mobile App
4128,3479,5/11/2022,2022,5,11,2093,8,1072.16,FREESHIP,Physical Store
4129,1792,11/28/2022,2022,11,28,2078,2,125.76,NA,Online
4130,3311,10/19/2023,2023,10,19,2081,6,2516.4,SAVE10,Mobile App
4131,1540,5/9/2023,2023,5,9,2077,4,1085.92,HOLIDAY,Online
4132,1675,5/28/2022,2022,5,28,2039,7,838.32,HOLIDAY,Physical Store
4133,3248,7/23/2023,2023,7,23,2012,2,667.12,SAVE10,Mobile App
4134,2199,1/11/2023,2023,1,11,2076,4,379.56,NA,Online
4135,1660,8/28/2022,2022,8,28,2029,3,618.48,HOLIDAY,Physical Store
4136,3018,5/20/2023,2023,5,20,2065,9,1361.79,NA,Physical Store
4137,1397,1/16/2022,2022,1,16,2100,7,1194.34,FREESHIP,Online
4138,1138,8/30/2023,2023,8,30,2039,7,838.32,FREESHIP,Online
4139,1780,10/18/2022,2022,10,18,2002,2,937.1,FREESHIP,Online
4140,2551,5/15/2023,2023,5,15,2092,10,1766.9,FREESHIP,Mobile App
4141,2777,12/8/2023,2023,12,8,2026,9,2253.96,HOLIDAY,Mobile App
4142,3195,12/5/2023,2023,12,5,2007,5,397.8,SAVE10,Physical Store
4143,2269,7/8/2022,2022,7,8,2068,4,223.6,HOLIDAY,Mobile App
4144,3338,9/24/2022,2022,9,24,2011,8,595.12,FREESHIP,Mobile App
4145,1112,5/24/2023,2023,5,24,2019,3,1144.77,HOLIDAY,Physical Store
4146,1828,9/27/2023,2023,9,27,2048,6,2620.5,SAVE10,Mobile App
4147,3052,1/23/2022,2022,1,23,2036,10,3989,NA,Physical Store
4148,1077,9/22/2022,2022,9,22,2040,1,92.56,SAVE10,Physical Store
4149,2506,5/24/2022,2022,5,24,2033,2,259.16,HOLIDAY,Mobile App
4150,3413,11/11/2022,2022,11,11,2038,2,677.46,NA,Physical Store
4151,3251,8/9/2023,2023,8,9,2014,9,2457.09,NA,Mobile App
4152,2172,9/17/2022,2022,9,17,2058,5,1511.05,HOLIDAY,Mobile App
4153,3304,6/23/2023,2023,6,23,2007,1,79.56,HOLIDAY,Online
4154,1988,12/5/2022,2022,12,5,2022,9,2574.36,SAVE10,Physical Store
4155,1266,1/27/2022,2022,1,27,2056,6,563.88,NA,Online
4156,1471,7/23/2023,2023,7,23,2077,2,542.96,SAVE10,Mobile App
4157,2042,1/26/2022,2022,1,26,2099,4,1780.68,SAVE10,Mobile App
4158,2043,2/1/2022,2022,2,1,2032,4,1724.84,NA,Physical Store
4159,2402,10/15/2022,2022,10,15,2088,7,3007.06,FREESHIP,Physical Store
4160,2936,10/13/2022,2022,10,13,2095,5,2015.5,NA,Online
4161,2657,8/3/2023,2023,8,3,2054,2,74,NA,Online
4162,2704,3/21/2023,2023,3,21,2079,7,2780.61,FREESHIP,Mobile App
4163,2733,10/7/2023,2023,10,7,2076,5,474.45,SAVE10,Online
4164,2185,3/3/2023,2023,3,3,2010,7,2057.58,HOLIDAY,Online
4165,3343,2/21/2022,2022,2,21,2084,9,4449.69,SAVE10,Mobile App
4166,3394,12/8/2023,2023,12,8,2030,2,929.1,NA,Online
4167,2444,12/31/2023,2023,12,31,2066,5,578.15,HOLIDAY,Physical Store
4168,2980,7/2/2023,2023,7,2,2100,6,1023.72,FREESHIP,Physical Store
4169,1590,9/21/2022,2022,9,21,2046,6,211.62,FREESHIP,Online
4170,1049,10/17/2023,2023,10,17,2030,1,464.55,FREESHIP,Mobile App
4171,2919,11/5/2023,2023,11,5,2019,10,3815.9,HOLIDAY,Physical Store
4172,2435,7/29/2022,2022,7,29,2092,8,1413.52,SAVE10,Mobile App
4173,1438,9/11/2023,2023,9,11,2035,1,456.86,NA,Online
4174,3475,3/21/2022,2022,3,21,2010,9,2645.46,HOLIDAY,Mobile App
4175,1883,9/2/2023,2023,9,2,2007,3,238.68,NA,Online
4176,1025,10/4/2022,2022,10,4,2028,7,2583.49,SAVE10,Online
4177,1976,6/11/2023,2023,6,11,2021,1,402.23,FREESHIP,Online
4178,2761,11/19/2023,2023,11,19,2080,1,132.34,FREESHIP,Online
4179,2869,6/24/2023,2023,6,24,2095,10,4031,SAVE10,Physical Store
4180,2602,7/6/2023,2023,7,6,2018,8,1614.32,SAVE10,Online
4181,2608,7/24/2023,2023,7,24,2023,1,38.96,NA,Physical Store
4182,2445,9/28/2022,2022,9,28,2096,7,3456.46,FREESHIP,Mobile App
4183,2759,2/27/2023,2023,2,27,2010,8,2351.52,FREESHIP,Mobile App
4184,2845,2/8/2022,2022,2,8,2044,6,1220.7,FREESHIP,Physical Store
4185,2566,8/13/2022,2022,8,13,2044,4,813.8,FREESHIP,Physical Store
4186,1083,5/23/2022,2022,5,23,2031,10,1624.2,NA,Physical Store
4187,1915,5/28/2023,2023,5,28,2041,2,473.22,SAVE10,Online
4188,1978,10/27/2022,2022,10,27,2021,8,3217.84,FREESHIP,Mobile App
4189,2732,8/25/2023,2023,8,25,2084,9,4449.69,HOLIDAY,Mobile App
4190,2876,10/27/2022,2022,10,27,2007,7,556.92,SAVE10,Physical Store
4191,2932,4/5/2022,2022,4,5,2010,10,2939.4,FREESHIP,Online
4192,1242,7/15/2022,2022,7,15,2073,7,1520.4,SAVE10,Online
4193,1846,8/30/2023,2023,8,30,2037,1,460.97,NA,Physical Store
4194,1783,10/16/2023,2023,10,16,2004,6,413.1,SAVE10,Physical Store
4195,3314,5/5/2023,2023,5,5,2009,9,2663.91,FREESHIP,Physical Store
4196,1025,4/19/2022,2022,4,19,2009,6,1775.94,HOLIDAY,Online
4197,1689,12/4/2023,2023,12,4,2040,6,555.36,FREESHIP,Mobile App
4198,2611,12/8/2023,2023,12,8,2084,8,3955.28,SAVE10,Physical Store
4199,3456,3/9/2023,2023,3,9,2079,3,1191.69,HOLIDAY,Online
4200,2104,5/3/2023,2023,5,3,2001,10,3052.2,FREESHIP,Mobile App
4201,2043,8/15/2022,2022,8,15,2074,3,490.77,HOLIDAY,Mobile App
4202,1221,11/29/2023,2023,11,29,2016,3,135.09,HOLIDAY,Mobile App
4203,2081,4/26/2022,2022,4,26,2092,9,1590.21,SAVE10,Online
4204,1128,6/26/2023,2023,6,26,2028,4,1476.28,SAVE10,Mobile App
4205,1821,3/20/2023,2023,3,20,2055,7,1640.59,NA,Online
4206,3282,4/23/2023,2023,4,23,2075,1,67.15,SAVE10,Physical Store
4207,1500,7/2/2022,2022,7,2,2005,1,102.17,NA,Online
4208,1649,1/28/2022,2022,1,28,2078,6,377.28,HOLIDAY,Online
4209,2619,7/5/2023,2023,7,5,2037,2,921.94,FREESHIP,Physical Store
4210,3157,7/19/2023,2023,7,19,2017,6,1601.22,FREESHIP,Mobile App
4211,2820,12/21/2022,2022,12,21,2083,6,2413.62,FREESHIP,Online
4212,1610,12/26/2023,2023,12,26,2039,3,359.28,SAVE10,Online
4213,1513,2/16/2023,2023,2,16,2084,9,4449.69,HOLIDAY,Mobile App
4214,2911,8/3/2022,2022,8,3,2079,9,3575.07,SAVE10,Physical Store
4215,1825,12/8/2023,2023,12,8,2015,8,3914.24,HOLIDAY,Physical Store
4216,1940,7/19/2022,2022,7,19,2008,2,693.9,NA,Mobile App
4217,2228,7/15/2023,2023,7,15,2035,3,1370.58,NA,Mobile App
4218,1803,4/19/2023,2023,4,19,2086,1,458.96,FREESHIP,Physical Store
4219,1482,6/28/2022,2022,6,28,2100,10,1706.2,HOLIDAY,Online
4220,2477,11/11/2023,2023,11,11,2053,2,809.74,SAVE10,Online
4221,2434,10/21/2022,2022,10,21,2039,7,838.32,HOLIDAY,Physical Store
4222,2780,9/28/2022,2022,9,28,2068,5,279.5,FREESHIP,Online
4223,2298,10/10/2022,2022,10,10,2068,2,111.8,HOLIDAY,Mobile App
4224,1096,5/22/2022,2022,5,22,2048,3,1310.25,HOLIDAY,Online
4225,2176,7/15/2023,2023,7,15,2037,1,460.97,NA,Physical Store
4226,1955,5/31/2022,2022,5,31,2089,5,360.25,HOLIDAY,Mobile App
4227,2812,9/26/2023,2023,9,26,2057,8,2128.8,HOLIDAY,Mobile App
4228,2692,3/11/2023,2023,3,11,2062,2,163.52,NA,Mobile App
4229,3304,12/24/2023,2023,12,24,2041,2,473.22,FREESHIP,Online
4230,1718,1/24/2023,2023,1,24,2020,1,491.15,FREESHIP,Online
4231,2386,4/25/2023,2023,4,25,2027,10,2816.8,FREESHIP,Mobile App
4232,1877,9/12/2022,2022,9,12,2039,8,958.08,NA,Online
4233,1718,11/13/2023,2023,11,13,2074,5,817.95,HOLIDAY,Online
4234,1819,9/14/2022,2022,9,14,2066,3,346.89,SAVE10,Mobile App
4235,3479,7/28/2022,2022,7,28,2037,9,4148.73,SAVE10,Online
4236,2243,1/16/2023,2023,1,16,2032,2,862.42,FREESHIP,Online
4237,3033,2/11/2022,2022,2,11,2008,7,2428.65,SAVE10,Online
4238,2007,10/19/2022,2022,10,19,2033,8,1036.64,NA,Online
4239,1666,1/12/2023,2023,1,12,2063,4,194.8,HOLIDAY,Physical Store
4240,2206,11/5/2022,2022,11,5,2070,7,233.73,HOLIDAY,Physical Store
4241,3377,4/2/2023,2023,4,2,2001,3,915.66,NA,Online
4242,2222,10/17/2023,2023,10,17,2001,9,2746.98,NA,Online
4243,2677,5/23/2023,2023,5,23,2081,6,2516.4,NA,Physical Store
4244,2027,2/20/2023,2023,2,20,2064,6,2329.8,SAVE10,Online
4245,2262,11/14/2023,2023,11,14,2028,7,2583.49,FREESHIP,Mobile App
4246,3460,7/7/2022,2022,7,7,2067,2,362.1,SAVE10,Online
4247,2553,2/10/2023,2023,2,10,2056,10,939.8,FREESHIP,Mobile App
4248,2849,6/5/2023,2023,6,5,2046,7,246.89,NA,Mobile App
4249,3414,9/1/2023,2023,9,1,2047,6,2612.4,SAVE10,Physical Store
4250,3384,3/29/2022,2022,3,29,2060,8,1064.72,FREESHIP,Physical Store
4251,1844,6/7/2023,2023,6,7,2064,9,3494.7,NA,Mobile App
4252,2071,9/17/2022,2022,9,17,2012,9,3002.04,HOLIDAY,Physical Store
4253,2338,8/13/2022,2022,8,13,2024,5,489.55,HOLIDAY,Physical Store
4254,1198,4/27/2023,2023,4,27,2098,2,832.2,SAVE10,Physical Store
4255,1707,2/3/2023,2023,2,3,2052,1,341.69,SAVE10,Physical Store
4256,2350,1/21/2023,2023,1,21,2034,10,556.5,HOLIDAY,Online
4257,2496,10/2/2022,2022,10,2,2061,9,3911.94,HOLIDAY,Mobile App
4258,1315,3/14/2023,2023,3,14,2034,2,111.3,SAVE10,Online
4259,2654,3/8/2023,2023,3,8,2035,9,4111.74,HOLIDAY,Online
4260,3332,2/8/2022,2022,2,8,2017,7,1868.09,HOLIDAY,Online
4261,2414,10/20/2023,2023,10,20,2050,3,859.11,FREESHIP,Mobile App
4262,1302,8/16/2023,2023,8,16,2089,2,144.1,HOLIDAY,Mobile App
4263,2890,11/16/2022,2022,11,16,2071,7,759.29,HOLIDAY,Mobile App
4264,1975,11/3/2023,2023,11,3,2075,7,470.05,SAVE10,Mobile App
4265,2268,6/2/2023,2023,6,2,2040,9,833.04,HOLIDAY,Mobile App
4266,2612,7/8/2023,2023,7,8,2061,4,1738.64,HOLIDAY,Physical Store
4267,2281,8/24/2023,2023,8,24,2028,6,2214.42,HOLIDAY,Mobile App
4268,2840,12/11/2023,2023,12,11,2017,4,1067.48,FREESHIP,Mobile App
4269,1869,6/27/2023,2023,6,27,2061,5,2173.3,SAVE10,Physical Store
4270,1857,2/15/2023,2023,2,15,2028,7,2583.49,HOLIDAY,Mobile App
4271,1506,6/8/2022,2022,6,8,2025,6,2469.42,FREESHIP,Online
4272,3118,10/11/2022,2022,10,11,2075,4,268.6,FREESHIP,Physical Store
4273,2965,11/16/2022,2022,11,16,2010,10,2939.4,NA,Mobile App
4274,2542,7/14/2023,2023,7,14,2039,9,1077.84,HOLIDAY,Online
4275,2951,7/11/2022,2022,7,11,2072,5,1647.5,NA,Physical Store
4276,1526,7/15/2022,2022,7,15,2023,6,233.76,FREESHIP,Physical Store
4277,3083,6/16/2022,2022,6,16,2014,9,2457.09,HOLIDAY,Online
4278,2011,1/26/2022,2022,1,26,2055,9,2109.33,FREESHIP,Physical Store
4279,1130,12/16/2023,2023,12,16,2025,6,2469.42,FREESHIP,Physical Store
4280,1818,1/3/2023,2023,1,3,2010,6,1763.64,SAVE10,Online
4281,2076,5/30/2023,2023,5,30,2088,10,4295.8,NA,Mobile App
4282,2672,12/16/2022,2022,12,16,2096,7,3456.46,HOLIDAY,Physical Store
4283,3456,1/2/2023,2023,1,2,2039,7,838.32,FREESHIP,Mobile App
4284,1277,9/6/2023,2023,9,6,2038,7,2371.11,SAVE10,Physical Store
4285,1285,5/29/2022,2022,5,29,2091,8,1587.84,HOLIDAY,Online
4286,2314,12/10/2022,2022,12,10,2005,7,715.19,NA,Mobile App
4287,2858,5/21/2023,2023,5,21,2061,4,1738.64,NA,Mobile App
4288,3310,12/13/2023,2023,12,13,2036,9,3590.1,HOLIDAY,Online
4289,1004,11/24/2022,2022,11,24,2069,6,1925.88,FREESHIP,Physical Store
4290,2367,7/15/2022,2022,7,15,2019,4,1526.36,FREESHIP,Physical Store
4291,2931,2/28/2023,2023,2,28,2025,2,823.14,NA,Online
4292,3479,1/22/2023,2023,1,22,2022,8,2288.32,SAVE10,Physical Store
4293,1455,1/19/2023,2023,1,19,2031,10,1624.2,HOLIDAY,Physical Store
4294,1425,1/16/2022,2022,1,16,2056,5,469.9,HOLIDAY,Online
4295,2464,8/31/2023,2023,8,31,2016,7,315.21,FREESHIP,Mobile App
4296,1591,10/22/2022,2022,10,22,2064,5,1941.5,HOLIDAY,Online
4297,2571,5/28/2023,2023,5,28,2050,3,859.11,NA,Mobile App
4298,2948,2/19/2022,2022,2,19,2094,1,320.58,NA,Physical Store
4299,2125,12/19/2022,2022,12,19,2005,8,817.36,NA,Mobile App
4300,1455,12/7/2022,2022,12,7,2021,9,3620.07,SAVE10,Online
4301,3313,10/16/2022,2022,10,16,2095,8,3224.8,HOLIDAY,Physical Store
4302,1136,12/30/2022,2022,12,30,2053,4,1619.48,HOLIDAY,Online
4303,2165,7/8/2022,2022,7,8,2075,3,201.45,FREESHIP,Physical Store
4304,3370,4/16/2023,2023,4,16,2012,3,1000.68,NA,Physical Store
4305,1555,9/19/2023,2023,9,19,2088,8,3436.64,FREESHIP,Mobile App
4306,1542,5/3/2023,2023,5,3,2098,5,2080.5,NA,Mobile App
4307,1403,8/20/2022,2022,8,20,2070,3,100.17,SAVE10,Physical Store
4308,2300,1/21/2023,2023,1,21,2013,4,672.36,HOLIDAY,Physical Store
4309,1308,9/6/2023,2023,9,6,2037,3,1382.91,HOLIDAY,Physical Store
4310,3035,7/20/2023,2023,7,20,2021,8,3217.84,NA,Online
